Segment,Lines,Images
57,"I have a dream that one day on the red hills of Georgia, the sons of former slaves and the sons of former slave owners will be able to sit down together at the table of brotherhood.","data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBhQSERQUEhQVFBUVFRUQFRUUFxQUFRUWFBcVFBgVFBQXHCYfFxkjGRQWHy8gIycpLCwsFx4xNTAqNSYrLCkBCQoKDgwOGA8PGikcHB8pKSksLCwpLCksKSkpKSwpKSkpKikpLCksLCwsLCkpKSwsKSwpKSkpKSwpLCksKSksLP/AABEIAMIBAwMBIgACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAABAgADBAUGB//EADsQAAEDAgMFBgQFAgYDAAAAAAEAAhEDIQQxQRJRYXGRBQYigaGxE8HR8BQyQlLhYvEHFSNTcoIWM6L/xAAaAQADAQEBAQAAAAAAAAAAAAAAAQIDBAUG/8QAKBEAAgIBAwQDAAIDAQAAAAAAAAECEQMSITEEE0FRFCJhUqFCcZEy/9oADAMBAAIRAxEAPwDQojCK9qzzCIqAJoRYUBFSEYRYgQiijCLACiIRhKwAoijCAFRRhSEWAFE0KQgBVE0IQnYCqJoUhIBFE0KQnYCKFNCEJAIgU8IQgBFCmhAhMBEITkIQiwEhAhOlhMYsKJkEWBdCMIwjCgYEQEYRARYgQiEYRhKwBCkJgEQEALCMJoUhFgLCMJoUhFgLCMIwjCLAWFITQpCLASFITwpCLASFITQpCLASFCE0KQgBIQhPCkIsCshCFZCEIsCuECFZCUhOwEhCE5CEIAQhLCshCEwEhRNCiALYRATQjCiyhQEYTAIwkIUBGEwCMIsYoCMJoRARYhYUhNCMIsKFhSE0IwiwFhSE0KQiwoWFITQpCLAWFITQpCLChYQhPCkIsBIQhOpCLArhSE8JSiwFhAhNKEosBYQhMgmFCkJSE/kgQiwEhCE8FLsosBYUTbPFBOwLi4bwkpYlrhLXA+a8LW7a2abgRBf+eoXSb5QMgslGuXOs90CTkYHG3kvJl16/xVnYun9s+lwiAuX2L2k17Gt2i5wbfM24nJdUNC74ZFNJo55RadEARKIYgWKrJACmlRrE8IsBJRlPCkIsKERTwpCLChfL2UTQjCLChIUgqyEIRYUJCmynhSE7CivZU2eashCErCivZU2FZCEIsKK9hTZVkIEIsKK4UhPCEIsKEhLCshCE7ArhAhWQlhFiEhAhOQhCdhQkKJoRTA+W06zQ0/EG0YiCQMrag8EmHruadho2WnTS/ELJiKh27TBuTeZ3rRRcSBN+OS+VbelHsUrPR9iVTTLphrQJz33yXcwnbjdqJtne25ePc/8AKfbpCrHaAmBnqIKvH1MoKooHji+T6lQrB4BBkcFbC8P3V7ULarWk2dLSJgAm4POfde6Xs9NnWaN8HDmxdt14BCkJoRhdFmFCwjCMIwixiwpCZRFhQIUhFGEWFCqQmhSEWAsKQmhQosKFhCEKtZrR4iBzMLm4nvHSbkS48BbqVLmlyNQb4OmgTC8xie9TzZjQ3nc8wuTica95lzieZWMuoS4No9O3yesx3bdOmM9o7mn3Oi4tbvFUcfDDRuz6lccMR2OK5p9S3+HRHBGPO52Wd5agzDT6FaqXelh/M0joV5l1XcJn080BVI0HVOOaa8g8MX4PY0+3qJ/VHMFW/wCa0v8Acb1Xii/y9QgQVouoZm+nie1/zSl/uN6oDtWl+9vVeIlEcVXffoXYR6uv3ipDKXcvqVXS7yUybhw6H2XmNlKVPfkHYie4ZjqZEh7Y5hReHLRvQV/Ifon46M78Oz8sTM53nyWWnhC1w3ZiZ35LWXEnZcJEAgi0cieSvdTAAgTeYJuJ+q+ZU3HY9NxTMGKouLvCYH5hGvBUfEg2bJtMaK+tRdtkl1hpEeUZnJJUdAkCD6xyWy4IaL8LjdlwtBEOHGOK9v3c7x/FhlSzzJB3jcvA0jNyeQgBaMFiDtB0wWmwmI485K1w5XidrgJY+4qZ9XRXkuz+9JGyHkRAbx5k8l6inWa4AhwIOUar2sfURyK4nnzwuHJcoq5hVOxTRm9o5uCvuE9s1IErnu7TpjOo3yM+yyu7epibkjl9UnkKWI7Bqjej8Qb15+t3kb+mmTzIC51bt57tQ3kPmVn3S1iR68VgqK3adNn5ntHCfovGPxzjm93Uqpz1PeZfYR6qt3opD8oc7ygdSuVie81V1mwwcBJ6lcd5j2Ve3Kh5ZMrtRW9GivWc4y4kniZ91S4TfRVEomFBS/B5AUSzuv8ARXBhWcmkaxdhY61/oqnVtBlmo8k5ckrW+yzpclBLiUjlbGdlVVIgm55BNSE0LBOVlY0NAz/uqDUkcEgKbtgqNQchZZ54p5EZ/RFtFUi4tsVXsqsVJyKWpWIGt/uEamS0H8RxA5qINpf0g8VFepCpkcwCSCJiQYsI/sloVY2RcEnmLamRZNhmj8pM+YFs7+qvpwCAAM/rl0C8VtLk2MtXBPNzAhxyEkiwnPd7rKKVx6nPyC6GLrRne2QPHPouViq0GZi+XzC1xtyIl7NNN8nKBlCeIvDbwPuFmw9Sbg8+cWzzVzcSWEbcxysdJlEk7Kxvc1VGkAEi3WFtw/bJphuxMtIg7UgE5+EAWO5ZKjA5pjS9pzj3VTHNFyIjOT7pYsjjwzaUFLk7FbtB9Q+Nxn05AZBUE6Sqmvk58k4HFespnE4BaDyTFspQ48I5pyT/AGuhyKUPZNlIXBLtHj6pRrKLDSiz4g4pBU3IyJ+7otcNR00UuSW40mK1smbokCOKtbSkSJtooIIXNHqlJ0Xp9lCghR2cJdny1t92XVZi1vsXU36b/ZX7RDY458Fh2rHLgkqVSYz5Bc893sbLg1gZkIOZOfK29ZaYOWXmmNQg9NdUtwHc64AyiDfeqnzxsUJkzkd6hequhUiFmo424IPIyjimFQIioNRIiLGCi7HsimWnTeeiIcNPr6FaO0mNa7ZgZNNjbxMByPNc51fdc7pHopc0iWzQTxHsqw+TwH3l95rOa85nkbAf2Vu00QZNhprl85Ua9w1I1AqLEe0afHootStRn/D+JgJd4TJI3D1Ge5dWjsgACYnWTY7ikdD2mbu8Qi/QkZWIuqKNAtAmxABEzmczHmuOf2W4lsbca2W7UZbgCZ3rg4h7S6/qAcvYrqury128A8o5arz9OgRUDS6WzJzyF8t+irp47O/AZGa3VYdANt+7OMlvpYufCPdc2pLZ3G51N7rXQrDS31VTjasmMqZ1qTDoQDFiufteMh1iCZvY8eS3USSAuZ2k0tNwYiZF7Tcclz4lcmjsvydag2B8/orS29lh7POy0S6Sb6W4cVqDuML0MT+vJy5f/VFkymn0UtGaVo+yrsXAwGsqB53qF9oVFV+7zUznpQJ3wadu2h8khraR7qp9aB6cFSD4SuOeS1TNEbGVodrfSfZOAJ1usBxIOyTy3cfkVpOIaM7fThC5lFxdlWhqjxwJn7uqakkRIi0QflCs+GJ3jcQi1txFiJytnvXZ3eCaM1JhndOZkEDdqg1rgRtB0QQYEgEctFfqYVT3EZcFpbYqoG1ciNSJ3qGsQctY9kj8XAsSY0+9Fmdjzx371LaopWa/i5TwSB0zJzkSs7sZvjdoubW7caLW36qIqU9kTKaR2Wk6mdfRZ8Z2mym24kmQN/RcsduNkWnQ337gc1VUrUto7e1DmyHAAwRlabXG/VbRxSv7HPLJfB6PvXitl1CAA6rRY8k2jwhgHRpXEoY3akOFxLbReE/eWr46fiiaFAiRM/6YEyOW5cSlVG/mI9c1t2k0ZNuzuugZ3vvy4qnDY0E5wJzXNbjiRsudadxnqi/DCTL8htAwbi0Jdml9gTOkXM1IlRcX4kW2lFXY/Q1HtqFEF5MG0Enj5aQkfWmJ/cfK3qul+CHiAkF2f8cFyauGLSNoH80awd0LzludgOA1kcloo0Gw4H9QAO8Rksrz4iOZ9UXVon78lMk/BqqrcrqYIAky62QtDtPK8LC3FeLIxe2ccl0m4owB6Dcsxp7bjAg781tGX8jnkvRvwmJiANeGm5aK12neLhYKJDLXtrZbGVNpph0rmnGnaNoTMldgAkWuCb9PJZamJc4cl0DRnwn3jJK3AmHjQgC2dr23ZQtoSXkznFzbkivB4q4B1XTLiuRQ8JEjWLj3W7D12nbdNh4t0QRpugreM6MfwvLwBeVj+LmVTisbtQJt8lY7EbLLXnK3qVlOTkzaEULisXEDePdNQY+PDBncRl5rk1cZcGNfuy6QxssM5jdEJPG0kGoy4Si/4o2gbB1tNBPNdMbQAab5iTmY4IYfEWaS6ZE5Rp/MyndIaWzJkxqTqY4pSlbJSL3NOyD/ANRH3wQAM39EuExVgDmBkdDy80+zrfLy6LF+jWLEfI+f1VVWWn5/RNUxEcSEuIxIc02gjLjeCIRHUv8ARpKdi7LXadEuIotDTdI2omqVDsm05q0mmZSlZxKXaUnSOOsZLnVsQ0XaBM6jQ3ustWrd0WuVSvYhhS3OF7l1WttcOSUvkcslWitkhHd70Z0OOFw5/wDiPkuG0ru96D4cId+EpehePkuClHgbLwJyic+av/F2LXTwOrfPUcPNZ8G+HtPEe6mMbDzzU1vQg7JQVW0or3FR9W4FK5ktIdB3b0leR/OUJ6FWQY+kbwV4B6Jysfhdg7Qkh1uS5pM7W6F6Y1RqM/dZx2fTcSQLTlMCdbKlIPBwKbxvPP8AlXVW2Dmnh/MrtCgG2jwm0AWHMLn4/CBshtwRYboiQnqtk87GRuIAgOzPn66LVTfBtkkZhnBlwDPh+xyKmEwgkzpcJS00yVGRpa//AFGgC7rRvldDE0NkH9NyDuny81KXZoY5hL2ukB0tk7O1NjllK0MxNjLZA4G+gslGKl9fIatLs5r8P8SJBOW6+9Zcdgvhl7GuBDhnFxwK6lfF7LRDN/6D8lx6/ajmk+BpkyC7bHlY2XVHppJbMl5k3ujjNfDiH2LbRCeritoiDbnHVYO2caX1NojZItEuPqVkOMJgZroWG6Zn3EX4x+6LbteK6HZtBxbczOQ9YXNoGYGZ625LfTxWy4ATNhH8IyJ6dKBc2b2BwBF5AtuGQz8pWqvtbO8gxxNrcr6rlioGkybEBoGuc3GlrKdodpl42WBwB8JdvIi2/Rc/bbaKujrDGNiHG54X6jctURaZuOHFcTscgug/pIHzXWxb7ndnzy+qwyR0vSaQdqyus6fPJGpTzsqa2JAFs8xvslGNv4vudUqdDchg47WXL73KVZkjLfGcIGpBn3OpVOOxTQxxuHQbjhzVRTbQnJUeUrNhxA0JCrT1M/VIvaRxkWzsvsx+IqCnSG08hzgJAkNBcbngFjT03wUwPVd6OwazcPh6jm+ClRZScZBuXOcPKHtHOy8mF3e3Hk4XBGTenUB4ltV2fVcJTDgqXJfVo7JBGREj6IYt8u++fzTU6ssLTpcfRUPmboS33JBKi0UzTgSDPNROwPqBE520VDnETwvO8KYbEbQh0tO64PlN0ahBF724XjUrwWd1jCrLQQc7IPYdppBiBceyztokNJYACLhvGbq6k4lviHRIC0OnMDP752VGN7PeCwubAd4hM3HDyhUt2i7I5W1ym/qtmM7Qe4sa4ZCRAiZF56BG1MS2Y72tIhrQOpJTYHs1heQ5wYGsc6SCTIi2yL3WZtWCDuvZWU6viLgbuGy4wdpwzgmMlmnFeCpT/SOaTkIgRkbKVviNa0DZvLt2eWfD3W2lStLiQPOTwG/mkqHaJP2OC7unx6fsc8mc2o2sW5ZftcPZc6rQqfqp1SDyPzXqaDIBlQtXZZnR47snu/TrYgsxTjh2hssNQGHmQNkCW8bzqk7292aFBzG4aoa7S2XvYCQ1+07wm5i0ar2QwrXWLGnmBI81X+HDJ2QBwgKVJtja2Plnw3MNx1BHoUW1LybkcfZfUTRY8QWDoI6ZLFie5uHeC7YiM9nwm9sss1Wt/wCSBHicHtVttrYybExMA79Vsx2EDWfm8TWNcQGkCC5ou7aIzO7Rd/C906VF220uNsnw4ZggiI3J8b3N+IXEVA3aaGwGmBDg+bu4LDvQ1VwjXtNxu9/R5Ls3EhrzJO+c55rpYvHBzJDrzI5c/vJX1f8ADx2fxwebT9VU/uJUi1Ybog5dVM5YXLVq/ohKcVVHAHaZ2rn571qf2mHAZSIzsuiP8P361WDyK0YPuGwO/wBWqXNg2YNl06GTK0ll6f2JKZxG4q5G0BuvKw18aSTuMr0ju4gB/wDdy8N443TN7kU9apPIAJLqMEd7/oNEmeQe6Uq9me59AZ1Hjzb9Eo7rYb/cefMfILT5uL9/4LtyPHKL2X/itDQu65+isb3Qp6A9T80vnY/0O3I4vaTScFhP6TX6F7SPmuZR7NqOIAYbmJItcwvb/wCQACBkNIsFazD1ACI0zjpZYfNpfVGqxXuzzPZXYU/GbUBaWlgB1uXAgHcbHyC3t7s0tkuIcSHNbnoZvbWy7dGhUhxcJLgMrZEJxSOyQQbkOy3T9VS6pPduiHifg86exaI/QepUXXf2e4klRP5Ef5C7bOpTaQBMk5TqYS1sNMbtd8arQzDcz5pmYUD+/wBSubszfo21IyNo+EGbjO+YVtARf0WnZb9/2REaSeQVLpn5Yu4LtQ6QJHT3SvaXHIDqfZXtpn9vWAnDDrsjzlV8eC5YdyTMjcINZPorm0oyAHqepVrQP3dLKVgwAEnqU4vFDhC0yZXsbz6ohwCArs3BI7tBukdEPqYoO2XFxOhKOy7cBzKT8ROqnxBvUPqvSGsYXA7+inwN/qi0hOLrJ9TLxsWsa8gDI4JX7W+eafaCJcFm8035L0RM9VrjmUpxLhqr3Rv3qeHmsm2x0YnYg5wepTNx39JWoRuRcwbgjcKMv44H9J6lEYoD9J6rUaHAKCjaYH35JpSCjMcQw5gpfxNPcVe+nP6R1/hD4QE+H76KvsLYT8TT3c0XObB+pQNMbvZEf8VasTF+KNw8yif+I6oPn9pjz+iofSB0cOq2S/CGXl/9PqEu2P2+yyPpkauHVUODv3kffFVpXoVnVEHT1CDqI49QuYxjv3z0+iLg79x6q6j6J3N34Zu53oiuYSd56hRGmHodv2dAFXUmqKLs8mR0WUxGQ6IUlFEmCDUtks7/AMrlFFw5uTpjwZz8inoUwSZANhpwRUXOMBpjcOippZnyUUSYIRwsef1Sk3CiiyYD03HaPMrQDYeaKiEMFQ28kjsv+vzUUTAtpi6uDBuCiiqIIchWtaIyRUW6GJVCqeooqJJp5KBtlFEEhhK3NRRUgZJSOKiioRCs9Vo3KKJCKYR2BOQUUQAhYNwUUUTA/9k="
57,"I have a dream that one day on the red hills of Georgia, the sons of former slaves and the sons of former slave owners will be able to sit down together at the table of brotherhood.","http://www.foreignpolicy.com/articles/2012/03/06/who_said_it_bush_or_obama?page=0,7"
57,"I have a dream that one day on the red hills of Georgia, the sons of former slaves and the sons of former slave owners will be able to sit down together at the table of brotherhood.",http://ascirseniorsem.files.wordpress.com/2011/02/reconciliation_web.jpg
58,"I have a dream that one day even the state of Mississippi, a state sweltering with the heat of injustice, sweltering with the heat of oppression, will be transformed into an oasis of freedom and justice.",http://www.el-oasis.org/Photos/El-Oasis1.jpg
58,"I have a dream that one day even the state of Mississippi, a state sweltering with the heat of injustice, sweltering with the heat of oppression, will be transformed into an oasis of freedom and justice.","http://www.google.com/imgres?um=1&hl=en&safe=off&sa=N&rlz=1C1GGGE_enUS355US387&biw=1366&bih=653&tbm=isch&tbnid=BB3NgYGleQswMM:&imgrefurl=http://www.teapartytribune.com/2011/01/17/martin-luther-king-i-have-a-dream/&docid=ve-51Wz0V5U-WM&imgurl=http://cdn1.teapartytribune.com/wp-content/uploads/2011/01/i_have_a_dream.jpg&w=500&h=318&ei=Ol-mT4fOF4ej4gTuvr2rCQ&zoom=1&iact=rc&dur=510&sig=102521586380849688489&page=1&tbnh=141&tbnw=191&start=0&ndsp=18&ved=1t:429,r:1,s:0,i:77&tx=93&ty=1"
60,I have a dream today!,http://lorettalovehuffblog.com/wp-content/uploads/2012/03/dream1.jpg
60,I have a dream today!,http://family-from-afar.blogspot.com/2010/08/i-have-dream.html
62,I have a dream today!,http://robertfinkelstein.files.wordpress.com/2009/06/beautiful-sunrise.jpg
63,"I have a dream that one day every valley shall be exalted, and every hill and mountain shall be made low, the rough places will be made plain, and the crooked places will be made straight; ""and the glory of the Lord shall be revealed and all flesh shall see it together.""",http://admin.paintingwithatwist.com/images/paintings/medium/1944.jpg
63,"I have a dream that one day every valley shall be exalted, and every hill and mountain shall be made low, the rough places will be made plain, and the crooked places will be made straight; ""and the glory of the Lord shall be revealed and all flesh shall see it together.""",http://www.youwall.com/papel/sunny_valley_wallpaper_edbc7.jpg
2,"Five score years ago, a great American, in whose symbolic shadow we stand today, signed the Emancipation Proclamation. ",http://libertyletters.com/_images/resources/cw-main-emancipation-proclamation.jpg
2,"Five score years ago, a great American, in whose symbolic shadow we stand today, signed the Emancipation Proclamation. ",http://memory.loc.gov/ammem/alhtml/almintr.html
2,"Five score years ago, a great American, in whose symbolic shadow we stand today, signed the Emancipation Proclamation. ",http://www.everythinglincoln.com/images/articles/Lincoln-emancipation-proclamation-post-card.jpg
2,"Five score years ago, a great American, in whose symbolic shadow we stand today, signed the Emancipation Proclamation. ",http://forum.wordreference.com/showthread.php?t=1278543
4,It came as a joyous daybreak to end the long night of their captivity.,http://daybreakmagazine.files.wordpress.com/2011/01/daybreak.jpg
4,It came as a joyous daybreak to end the long night of their captivity.,http://fc01.deviantart.net/fs71/f/2011/098/1/2/sunny_day_2_by_c31marius-d3diow5.jpg
4,It came as a joyous daybreak to end the long night of their captivity.,"http://www.google.com/imgres?num=10&hl=en&safe=off&rlz=1C1GGGE_enUS355US387&biw=1366&bih=653&tbm=isch&tbnid=pvS2zpsnBxWNCM:&imgrefurl=http://www.cyprusupdates.com/2011/01/new-law-to-combat-racism-and-xenophobia/&docid=M4YAL2QxHfFLaM&imgurl=http://www.cyprusupdates.com/wp-content/uploads/2011/01/racism-546x387.jpg&w=546&h=387&ei=omCmT_LWMan64QS_7v2jDA&zoom=1&iact=hc&vpx=748&vpy=186&dur=1462&hovh=189&hovw=267&tx=86&ty=113&sig=102521586380849688489&sqi=2&page=1&tbnh=125&tbnw=176&start=0&ndsp=21&ved=1t:429,r:4,s:0,i:160"
4,It came as a joyous daybreak to end the long night of their captivity.,http://www.meg-moir.com/2010/11/a-reminder-for-myself/sunrise/
6,"One hundred years later, the life of the Negro is still sadly crippled by the manacles of segregation and the chains of discrimination. ",http://i.imgur.com/hJutc.jpg
6,"One hundred years later, the life of the Negro is still sadly crippled by the manacles of segregation and the chains of discrimination. ",http://images2.wikia.nocookie.net/__cb20080416190037/uncyclopedia/images/6/6c/Slaves_in_chains.jpg
6,"One hundred years later, the life of the Negro is still sadly crippled by the manacles of segregation and the chains of discrimination. ",worldsfamousphotos.com
